public_reference,vehicle_make,vehicle_model,imageId,method,Family_Car_Score
202411216579171,Land Rover,Discovery Sport,97d6e89a928e4d29b753abb6e5044fa9,fuzzy,0.695000003706256
202412137244626,Peugeot,5008,06f5c18aca144e9f901abc93dff88ce4,fuzzy,0.6950000340095097
202409093825329,Citroen,SpaceTourer,caca31fb462e49cab48d7779b311c2b7,fuzzy,0.6953195500974798
202412257536650,Nissan,Qashqai+2,43e6c668acf34be1af6b0fe8889bbd52,fuzzy,0.5504258706525094
202412077092818,Audi,SQ7,b66ec1f05ad44f9f9ec5e0ddc0582575,fuzzy,0.695399361474824
202311274336475,Hyundai,i800,ca634a73f0eb4b72b5c515ec35c0e853,fuzzy,0.6950367381542084
202410145167749,Peugeot,5008,aac9ada55e514ed4ae23118f16c00ef5,fuzzy,0.6950000340095097
202411276774891,BMW,2 Series Gran Tourer,72b613f5adc346b4ab34c2b31aca39a6,fuzzy,0.6995208509099587
202409204249063,Toyota,Land Cruiser,fefeee5bc5184d238e3871865d54223e,fuzzy,0.6997870482478431
202411146301541,Mercedes-Benz,V Class,8c2b973c35274e3d8cf4bfb5623b5e65,fuzzy,0.6950000002886577
202411296841036,Mercedes-Benz,R Class,c46130bd07074f06a0706db33df5330e,fuzzy,0.6995778006845927
202408273334414,Volkswagen,Touran,904c7fab90bc45c890aabb98bf1c3de4,fuzzy,0.6994603814343034
202411076033382,Peugeot,5008,38a3c6fc18cb4f42ad21a81921390bae,fuzzy,0.6950000340095097
202410225461804,BMW,X7,9950526d8ca24b2bbb6b74f7d1e5d73e,fuzzy,0.6972391648793929
202411025885605,Toyota,Verso,fe6990bc505347679cd062c18d247386,fuzzy,0.6997379876069553
202412137262338,Ford,S-Max,2aba9bb3bcac4bcda2ac23f0742bdafb,fuzzy,0.6949999999999998
202412167329174,Audi,Q7,831eb42edb0c427a98f3a74ac02c63dc,fuzzy,0.6956976133425303
202403237898061,Citroen,Grand C4 Picasso,1a5f3383c46549c1813b357a38f9fa6b,fuzzy,0.6997468757904945
202412197400967,Audi,Q7,48e15ac63fa143c08a8ff79ec98e75da,fuzzy,0.6956976133425303
202412237504365,Peugeot,Rifter,29267d9cf9ee4b01980003de8be9045d,fuzzy,0.6950000008475926
202412107167188,Peugeot,5008,e107580f7ac04a90a9d212c619c427f8,fuzzy,0.6996186998726359
202412137252760,Citroen,C8,23944bfab25441f89522120ab94a2e28,fuzzy,0.655971939062028
