vehicle_standard_make,vehicle_standard_model,derivative_id,imageId
Toyota,Avensis,03a999572ff34618ad8a7f987c4bb29f,ced8c01ddacd4d39a7b02d229fc468e9
Toyota,C-HR,6ad1539d41a549daba13297093873ae5,b868cd2aff394a1891702dde23b22e23
Toyota,Corolla,a8e715528b134ae2b857fa726818e871,35b1b95a09c941edbf20fce9ceea9e9e
Toyota,Prius,fd7b2f9b1f4624579555627367a55555,d49b63f31f5b47499f339562652265fc
Toyota,Urban Cruiser,21a0fb9b288b42ae970524bd84e9475f,cddcc614318440969707f4e3be95f339
Toyota,Verso S,05917f25fdc9422a8d740f73f6ac67ba,a42db220499248a78de21d9b1e4b7774
Toyota,Yaris Cross,128751d5ab604880ae20f844ffeb4d7c,4b60010afc05450f8b9567473e0f19ef
Vauxhall,Astra,bfad61f3d34442d7abc9163fec91eee5,7936172ceb194fa7b1f52cf26a5841cf
Vauxhall,Astra Electric,5d5a3e8fab704bd992dd523d213a0fa2,7a1a9930c1c54446aca9f72f77fd2120
Vauxhall,Corsa,0b0034cfffef3e5b1b3c15d3effd0923,28f3c7cb3087427497552d4639e7392d
Vauxhall,Corsa Electric,24c4140ad8284f298a15e5a564809eeb,537e3a8e9bb64a01a61501d86b1da75e
Vauxhall,Frontera,abe846d47e5947b4a3d039d6f70d016f,6c25987a435741f4a659dc60228348de
Vauxhall,Frontera Electric,02bb176647c140f9b7dcad8220938929,6e708ce3e5024e1ea741b8d13cde7570
Vauxhall,Meriva,759601de4c1626a16b11c1f14c2ca174,8f23d8f91be04273900b537da91babbc
Vauxhall,Mokka,9b72e94c525d4cb5963ca19a2b92c6a5,723b2e627aac4dd59e7fbeaff4fe4a8b
Vauxhall,Mokka Electric,787e2edf259f474a81a9efc769b7bb4a,729aad95dd084734a094baa8a5848b36
Volkswagen,Beetle,a29ebf7560ff4709a19a1fe6a2a65ff6,ef3bc41bdc964d90976f577e8444e0b2
Volkswagen,Golf,ad6533d7c4cd41e9a1e2a209475e418b,0ea58a8b257040e1a7cdd7197324c295
Volkswagen,Golf Plus,828c52f9bf4f4c548519ea5528fcd20f,b4f3d11522274d108e9597eb6cb70ba2
Volkswagen,Golf SV,a6403eb17ca143ac91c94bdfce124a8e,be0324e404bc42b9a6650f5bbac0544c
Volkswagen,ID.3,f5ec35beb62444be8884805b61c23ada,7843a8d97041437bb45a63d2b1f252f0
Volkswagen,Jetta,403251508bf84adcb4462ad30f607458,b4ec221e0f484738983c33fb8c506f06
Volkswagen,Polo,5ba1595f995a4786a140e90c9745f180,74016ed7de0a458784b92facec1ac334
Volkswagen,Scirocco,e457170fb21747bbad3ff61c44e26082,e327d165689847c7ab790271e64f483b
Volkswagen,T-Cross,76f69f2f7a1643d7b84b2144e0d1757f,74bfc1824471485bb151fa513f98a521
Volkswagen,T-Roc,b084f6dce504468494cadb6aa0eb9488,82ed1ce781fc4241afe4dd3b5df8a92e
Volkswagen,Taigo,ef1e9d581ae54f78a46aeea5fdd74001,40222c69a87742f390125304259412c8
Volkswagen,e-Golf,94be7ab3b33445bb8d683503175deed3,5d0b3518c0c34a48a9cbddc3847d2636
Volkswagen,e-up!,555beeabf8b44d37a1327d1ad41c3a55,ef97f8a2b9c14918a36250437dcdfa96
Volvo,EX30,d53d14c4b9654acc87c9141e85b4b27f,b5a531e195ab4de680ff62f7ace35c47
Volvo,S40,0a4a7c72a0ff42bbb2c1c370c2593c65,4b3783a59cc74483a8de5a6016bf5d91
Volvo,S60,ca7e2b0b2ceb4c458918fa5d6813d9ba,7d70ae5f47984e6a9540e720aa2b9dfa
Volvo,V40,4e14bea8a92a402c975b7d004cb02232,3e1f759addbd440a92b16544d65f7ba7
Volvo,V40 Cross Country,330a5d17daea4ac1b5b8ec631febfd0b,c6a3491261d34fdc862f85184aca5ae6
Volvo,V50,8b2694942b354743b273ddfba1876e9b,b223bbb160444b0f9afc262559233eba
