vehicle_standard_make,vehicle_standard_model,derivative_id,imageId
Lotus,Eletre,1e0832269f1f48a2bd364cee3d907758,31bbb4b572df4146b7b92d9cdd3d5251
Lotus,Emeya,fccca399526f4fada7f352189b0721dd,fc08fffb576448a79dfc8dde22631efa
MAXUS,Mifa 7,937479641eb24d5e93f4b0b5e75a67e8,bdea62c6de104691b4a04404287ce798
MG,GS,d99783a20c5d4a37928f5dd6deb3a2a5,080e655468b94f8a9d9209de60149018
MG,MG HS,dbac36e9ec424fcca1187d0ccabed68c,f7ac6338287d42fe9aa4d62562f884fc
MG,MG IM5,0c7e3ca8a1c149abbd62e4eca849b4c2,94bfc69bf3fa4dd4b9c967b98e13e1c9
MG,MG IM6,12fe126a3b084b438deccc85bf0e156e,cf1b50f941934482b9521339880885d0
MG,MG6,c7ffe8d0867b485295575efceb1a6d45,9680cdfd50954e63aa6a61ba73ff1717
MINI,Countryman,2ecd6433d07a4d849a18f26185f65cb5,eb5cc9e0848042d3ad6dd1243062ae2e
MINI,Electric Countryman,aaab0a8bbeac46e69638428078158809,347039225f314269b8968ff62e6fd9a0
Maserati,Ghibli,ffeeeaa7a7a24436b57e01105b0e0803,12f63d2c45434402bf24b9b492c81a53
Maserati,Grecale,36a94474fc6f4c5491dec89891f462db,ec28a4ba3c94466f9b065f55f2014b39
Maserati,Levante,cb8e398ceaea4265a78dce5e2f94afea,f76e2698bad44a6eb4024ae04b334243
Maserati,Quattroporte,ea53de71cb614d118d8653e00fed3458,a86011b44ac548228bea9968768538c1
Mazda,CX-30,4a0e42fe2c394152af60e56cf2e21c6b,98dd9fe4a53f4fd6bfda66ac98a81be1
Mazda,CX-5,4c4e6a1ad5dc48139da61435c97cb72b,711e8c88a29c4384b60f9a338189d5ea
Mazda,CX-60,1c62fef47d3142ad8cf3732289d160f0,40f3afff6f2948829199ff1fb5973143
Mazda,CX-7,780825c611254e2a9ce85d40a57dc199,71f77e33f07a47e0baeff610d2d1e349
Mazda,CX-80,8922ab050034496c9c17a09651af7b2c,7ea5c9e176d44e0c99826913b7f73312
Mazda,Mazda5,070e52d5857c3f8f8ce4423871ab8e93,df40851eb5964dbcbfcbe5d40d3ec15e
Mazda,Mazda6,b21d4947df2e4a51ab0be16c1a5f11c0,9286ef5fc8b94cc482c0233b7ae928bb
Mercedes-Benz,AMG GT,d23fcf5e12784c0b881e6780720df292,e17117abf3c04af78cb572ffca0b57ef
Mercedes-Benz,B Class,b6930f7daf694e19bf3c2c185b61a97c,bae40eacbbaf4c4cb365dc3107958a67
Mercedes-Benz,C Class,d62e472befaa40d29e3c5335091bd77f,22d8d47fa812426fb9e3ea15d9eb2e27
